seed,early_variant,model_name,feature_block,best_params,cv_accuracy,cv_precision,cv_recall,cv_f1,cv_auc,external_accuracy,external_precision,external_recall,external_f1,external_auc,external_correct_n,external_total_n
2026,earlyv0,Logistic Regression,early_only,"{""C"": 1.0, ""class_weight"": null}",0.6987951807228916,0.7078651685393258,0.7241379310344828,0.7159090909090909,0.7513458460643095,0.7183098591549296,0.7027027027027027,0.7428571428571429,0.7222222222222222,0.7357142857142857,51,71
2026,earlyv0,Linear SVM,early_only,"{""C"": 1.0, ""class_weight"": null}",0.6746987951807228,0.6633663366336634,0.7701149425287356,0.7127659574468085,0.7287210824967263,0.5633802816901409,0.5333333333333333,0.9142857142857143,0.6736842105263158,0.6976190476190476,40,71
2026,earlyv0,RBF SVM,early_only,"{""C"": 1.0, ""class_weight"": null, ""gamma"": ""scale""}",0.7650602409638554,0.7608695652173914,0.8045977011494253,0.7821229050279329,0.8155099665357195,0.6901408450704225,0.6511627906976745,0.8,0.717948717948718,0.7619047619047619,49,71
2026,earlyv0,Logistic Regression,middle_only,"{""C"": 1.0, ""class_weight"": null}",0.6445783132530121,0.6666666666666666,0.6436781609195402,0.6549707602339181,0.6960570347737525,0.676056338028169,0.7,0.6,0.6461538461538462,0.7158730158730159,48,71
2026,earlyv0,Linear SVM,middle_only,"{""C"": 1.0, ""class_weight"": null}",0.6626506024096386,0.6867469879518072,0.6551724137931034,0.6705882352941176,0.6790339007711335,0.676056338028169,0.75,0.5142857142857142,0.6101694915254238,0.7325396825396826,48,71
2026,earlyv0,RBF SVM,middle_only,"{""C"": 1.0, ""class_weight"": null, ""gamma"": ""scale""}",0.6927710843373494,0.6698113207547169,0.8160919540229885,0.7357512953367875,0.7587661865269897,0.6056338028169014,0.5945945945945946,0.6285714285714286,0.6111111111111112,0.7126984126984127,43,71
2026,earlyv0,Logistic Regression,late_only,"{""C"": 1.0, ""class_weight"": null}",0.6506024096385542,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6784519132838644,0.6197183098591549,0.5833333333333334,0.8,0.6746987951807228,0.6095238095238095,44,71
2026,earlyv0,Linear SVM,late_only,"{""C"": 1.0, ""class_weight"": null}",0.6325301204819277,0.6756756756756757,0.5747126436781609,0.6211180124223602,0.6756147242834278,0.6197183098591549,0.6052631578947368,0.6571428571428571,0.6301369863013698,0.6039682539682539,44,71
2026,earlyv0,RBF SVM,late_only,"{""C"": 1.0, ""class_weight"": null, ""gamma"": ""scale""}",0.6325301204819277,0.6140350877192983,0.8045977011494253,0.6965174129353234,0.6739415102575296,0.5915492957746479,0.56,0.8,0.6588235294117647,0.5904761904761905,42,71
2026,earlyv0,Logistic Regression,early_middle,"{""C"": 1.0, ""class_weight"": null}",0.7108433734939759,0.7294117647058823,0.7126436781609196,0.7209302325581395,0.7875745671468063,0.6619718309859155,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.7182539682539683,47,71
2026,earlyv0,Linear SVM,early_middle,"{""C"": 1.0, ""class_weight"": null}",0.6927710843373494,0.7,0.7241379310344828,0.711864406779661,0.7449439837043503,0.676056338028169,0.7307692307692307,0.5428571428571428,0.6229508196721312,0.711111111111111,48,71
2026,earlyv0,RBF SVM,early_middle,"{""C"": 1.0, ""class_weight"": null, ""gamma"": ""scale""}",0.7590361445783133,0.7373737373737373,0.8390804597701149,0.7849462365591398,0.8460643096173431,0.676056338028169,0.7,0.6,0.6461538461538462,0.7531746031746032,48,71
2026,earlyv0,Logistic Regression,early_middle_scale,"{""C"": 1.0, ""class_weight"": null}",0.6987951807228916,0.7126436781609196,0.7126436781609196,0.7126436781609196,0.7760803142732431,0.676056338028169,0.6666666666666666,0.6857142857142857,0.676056338028169,0.7523809523809524,48,71
2026,earlyv0,Linear SVM,early_middle_scale,"{""C"": 1.0, ""class_weight"": null}",0.6807228915662651,0.6888888888888889,0.7126436781609196,0.7005649717514124,0.7485086570638732,0.6901408450704225,0.6585365853658537,0.7714285714285715,0.7105263157894737,0.7388888888888889,49,71
2026,earlyv0,RBF SVM,early_middle_scale,"{""C"": 1.0, ""class_weight"": null, ""gamma"": ""scale""}",0.7530120481927711,0.7346938775510204,0.8275862068965517,0.7783783783783784,0.8350065473592319,0.676056338028169,0.7,0.6,0.6461538461538462,0.7507936507936508,48,71
2026,earlyv0,Logistic Regression,middle_late,"{""C"": 1.0, ""class_weight"": null}",0.6746987951807228,0.6853932584269663,0.7011494252873564,0.6931818181818182,0.7060963189291429,0.704225352112676,0.7058823529411765,0.6857142857142857,0.6956521739130435,0.7158730158730159,50,71
2026,earlyv0,Linear SVM,middle_late,"{""C"": 1.0, ""class_weight"": null}",0.6626506024096386,0.691358024691358,0.6436781609195402,0.6666666666666666,0.6756874727193366,0.704225352112676,0.7916666666666666,0.5428571428571428,0.6440677966101694,0.7198412698412698,50,71
2026,earlyv0,RBF SVM,middle_late,"{""C"": 1.0, ""class_weight"": null, ""gamma"": ""scale""}",0.6927710843373494,0.6730769230769231,0.8045977011494253,0.7329842931937173,0.7720791502982687,0.6197183098591549,0.6,0.6857142857142857,0.64,0.7253968253968254,44,71
