model_name,group,feature_block,mechanism_consistent,best_cv_score_grid,best_params,fit_seconds,cv_accuracy,cv_balanced_accuracy,cv_sensitivity,cv_specificity,cv_precision,cv_f1,cv_roc_auc,cv_pr_auc,cv_mcc,cv_log_loss,cv_brier,cv_tn,cv_fp,cv_fn,cv_tp,cv_threshold,cv_repeated_oof_available
sequential_interactions__lr__l1,sequential_scale,sequential_interactions,False,0.7572786690433749,"{""clf__C"": 1.0, ""clf__class_weight"": null}",1.237640380859375,0.7650602409638554,0.7671322566564819,0.7241379310344828,0.810126582278481,0.8076923076923077,0.7636363636363637,0.8473010330277899,0.8570368362960322,0.5346146593996904,0.5372572992274283,0.1606674991310404,64,15,24,63,0.5,True
stage_score_early_late__lr__l2,stage_score_interaction,all,True,0.7590017825311943,"{""base_C"": 0.03, ""class_weight"": ""balanced"", ""meta_C"": 0.1}",4.041471719741821,0.7650602409638554,0.7642223192201367,0.7816091954022989,0.7468354430379747,0.7727272727272727,0.7771428571428571,0.8246762694602066,0.7431699818222864,0.528790970299476,0.5255382082332568,0.1712642505071756,59,20,19,68,0.5,True
early__lr__l1,single_stage_early_mild,early,False,0.7569221628045159,"{""clf__C"": 1.0, ""clf__class_weight"": null}",0.2508518695831299,0.7650602409638554,0.7630583442455987,0.8045977011494253,0.7215189873417721,0.7608695652173914,0.7821229050279329,0.8123090353557398,0.7364365350619262,0.5286222955688947,0.5546040526703709,0.1730706180940484,57,22,17,70,0.5,True
early__lr__elasticnet,single_stage_early_mild,early,False,0.7689245395127746,"{""clf__C"": 0.03, ""clf__class_weight"": null, ""clf__l1_ratio"": 0.25}",0.7968752384185791,0.7650602409638554,0.7624763567583297,0.8160919540229885,0.7088607594936709,0.7553191489361702,0.7845303867403315,0.8313691255638004,0.7620208397062751,0.5290091476013233,0.5344109266633591,0.1747706811179546,56,23,16,71,0.5,True
early_late__lr__elasticnet,two_stage_raw,early_late,False,0.7689245395127746,"{""clf__C"": 0.03, ""clf__class_weight"": null, ""clf__l1_ratio"": 0.25}",0.8731789588928223,0.7650602409638554,0.7624763567583297,0.8160919540229885,0.7088607594936709,0.7553191489361702,0.7845303867403315,0.8313691255638004,0.7620208397062751,0.5290091476013233,0.5344114317626207,0.1747709824131239,56,23,16,71,0.5,True
early__svc__poly3,single_stage_early_mild,early,False,0.7708853238265002,"{""clf__C"": 0.1, ""clf__class_weight"": null, ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.4211938381195068,0.7650602409638554,0.7618943692710607,0.8275862068965517,0.6962025316455697,0.75,0.7868852459016393,0.8334060817692419,0.7572559854472718,0.5297179531913934,0.4783214394214076,0.1567155053842766,55,24,15,72,0.5,True
early__svc__sigmoid,single_stage_early_mild,early,False,0.7731431966726083,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 0.0, ""clf__gamma"": ""scale""}",0.4305915832519531,0.7590361445783133,0.756147242834279,0.8160919540229885,0.6962025316455697,0.7473684210526316,0.7802197802197802,0.8319511130510694,0.764776674349283,0.5171325518765736,0.5162058190790724,0.1655538450529945,55,24,16,71,0.5,True
early__svc__linear,single_stage_early_mild,early,False,0.7427807486631015,"{""clf__C"": 0.1, ""clf__class_weight"": null}",0.4470679759979248,0.7590361445783133,0.75556525534701,0.8275862068965517,0.6835443037974683,0.7422680412371134,0.782608695652174,0.7996508075076386,0.7255536981167778,0.517958023953324,0.5392737673915294,0.1774582253250287,54,25,15,72,0.5,True
early_late__svc__rbf,two_stage_raw,early_late,False,0.7689245395127747,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}",0.4320662021636963,0.7590361445783133,0.75556525534701,0.8275862068965517,0.6835443037974683,0.7422680412371134,0.782608695652174,0.8443183471555362,0.827512645013749,0.517958023953324,0.4867445653473483,0.1594666908105379,54,25,15,72,0.5,True
early_late__svc__poly2,two_stage_raw,early_late,False,0.7708853238265002,"{""clf__C"": 0.1, ""clf__class_weight"": null, ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.3898394107818603,0.7590361445783133,0.754401280372472,0.8505747126436781,0.6582278481012658,0.7326732673267327,0.7872340425531915,0.8367525098210389,0.766073736527503,0.5206011164569451,0.4828044378097477,0.1571091897864722,52,27,13,74,0.5,True
early_late__lr__l2,two_stage_raw,early_late,False,0.7508615567439096,"{""clf__C"": 0.03, ""clf__class_weight"": null}",0.2223970890045166,0.7530120481927711,0.7509821038847665,0.7931034482758621,0.7088607594936709,0.75,0.770949720670391,0.8291866724865415,0.7549277603075446,0.5043547897435527,0.5154010099502191,0.1657777462907464,56,23,18,69,0.5,True
early_late__lr__l1,two_stage_raw,early_late,False,0.7469399881164587,"{""clf__C"": 0.03, ""clf__class_weight"": null}",0.2404248714447021,0.7469879518072289,0.746398952422523,0.7586206896551724,0.7341772151898734,0.7586206896551724,0.7586206896551724,0.802706241815801,0.7562995261617249,0.4927979048450458,0.6681251282068166,0.2375094121975704,58,21,21,66,0.5,True
early_late__svc__poly3,two_stage_raw,early_late,False,0.7708853238265003,"{""clf__C"": 0.1, ""clf__class_weight"": null, ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.4006788730621338,0.7469879518072289,0.7423250400116397,0.8390804597701149,0.6455696202531646,0.7227722772277227,0.776595744680851,0.8364615160774044,0.798912270097566,0.4958885670340531,0.47004146921802,0.1548042107923234,51,28,14,73,0.5,True
sequential_interactions__svc__poly2,sequential_scale,sequential_interactions,False,0.6932263814616756,"{""clf__C"": 3.0, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",2.386598587036133,0.7409638554216867,0.7429797759348173,0.7011494252873564,0.7848101265822784,0.782051282051282,0.7393939393939394,0.8176196711770698,0.7980678378312303,0.4862780398679102,0.5703986771318595,0.1894699360019516,62,17,26,61,0.5,True
sequential_interactions__svc__linear,sequential_scale,sequential_interactions,False,0.7431372549019607,"{""clf__C"": 0.1, ""clf__class_weight"": null}",1.692243576049805,0.7228915662650602,0.7263203841117416,0.6551724137931034,0.7974683544303798,0.7808219178082192,0.7125,0.8131092681507347,0.7876998829484769,0.4554324117611882,0.57230104180525,0.1874557887772292,63,16,30,57,0.5,True
early_late__svc__linear,two_stage_raw,early_late,False,0.7367795603089721,"{""clf__C"": 0.1, ""clf__class_weight"": null}",0.4101572036743164,0.7228915662650602,0.7187545467772443,0.8045977011494253,0.6329113924050633,0.7070707070707071,0.7526881720430108,0.7929579514040448,0.7250826124016723,0.4453538976174718,0.5489100102493975,0.1818421953871226,50,29,17,70,0.5,True
sequential_interactions__svc__poly3,sequential_scale,sequential_interactions,False,0.7054664289958408,"{""clf__C"": 3.0, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",2.29357647895813,0.7108433734939759,0.7119161938018332,0.6896551724137931,0.7341772151898734,0.7407407407407407,0.7142857142857143,0.8150007274843591,0.8219979214207295,0.4234628736819769,0.5424435212439074,0.1798446995537888,58,21,27,60,0.5,True
sequential_interactions__svc__sigmoid,sequential_scale,sequential_interactions,False,0.6563874034462269,"{""clf__C"": 3.0, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 0.0, ""clf__gamma"": ""scale""}",2.631409168243408,0.7048192771084337,0.6974392550560162,0.8505747126436781,0.5443037974683544,0.6727272727272727,0.751269035532995,0.7416703040884621,0.7379879618913332,0.4171058829656501,0.6507053793888884,0.22455076712395,43,36,13,74,0.5,True
sequential_interactions__svc__rbf,sequential_scale,sequential_interactions,False,0.6851455733808675,"{""clf__C"": 3.0, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}",2.7633485794067383,0.6807228915662651,0.677360686745235,0.7471264367816092,0.6075949367088608,0.6770833333333334,0.7103825136612022,0.7994325621999127,0.8055261432349734,0.3587367694112825,0.5754941615416577,0.195513394060471,48,31,22,65,0.5,True
stage_activation_summary__svc__poly3,interaction_summary_only,stage_activation_summary,False,0.6187165775401071,"{""clf__C"": 0.1, ""clf__class_weight"": null, ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.3657853603363037,0.6385542168674698,0.6313109268150735,0.7816091954022989,0.4810126582278481,0.6238532110091743,0.6938775510204082,0.6265822784810127,0.5938933915893715,0.2762188784128139,0.6684369395630873,0.237746338877776,38,41,19,68,0.5,True
stage_activation_summary__svc__poly2,interaction_summary_only,stage_activation_summary,False,0.616577540106952,"{""clf__C"": 3.0, ""clf__class_weight"": null, ""clf__coef0"": 0.0, ""clf__gamma"": ""scale""}",0.3743903636932373,0.6385542168674698,0.6307289393278045,0.7931034482758621,0.4683544303797468,0.6216216216216216,0.696969696969697,0.6203259129928705,0.6033621467252589,0.2774163612714395,0.6742678385322163,0.2406278842927333,37,42,18,69,0.5,True
stage_activation_summary__svc__rbf,interaction_summary_only,stage_activation_summary,False,0.6106951871657755,"{""clf__C"": 1.0, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}",0.3664689064025879,0.6325301204819277,0.6255638003782918,0.7701149425287356,0.4810126582278481,0.6203703703703703,0.6871794871794872,0.6024297977593481,0.5781164763892299,0.2630520828519751,0.6724762819797228,0.2396561098721107,38,41,20,67,0.5,True
late__svc__linear,single_stage_late_severe,late,False,0.5481877599524658,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced""}",0.2730312347412109,0.6265060240963856,0.615160774043358,0.8505747126436781,0.379746835443038,0.6016260162601627,0.7047619047619048,0.633929870507784,0.6069807715352145,0.2625554027269126,0.6794987792825665,0.2431523995629556,30,49,13,74,0.5,True
late__svc__poly3,single_stage_late_severe,late,False,0.6019607843137256,"{""clf__C"": 3.0, ""clf__class_weight"": null, ""clf__coef0"": 0.0, ""clf__gamma"": ""scale""}",0.4594032764434814,0.608433734939759,0.5891895824239779,0.9885057471264368,0.189873417721519,0.5733333333333334,0.7257383966244726,0.5292448712352684,0.5369985665576511,0.3018642466018415,0.6567313068488422,0.2329159033274633,15,64,1,86,0.5,True
stage_activation_summary__lr__elasticnet,interaction_summary_only,stage_activation_summary,False,0.596613190730838,"{""clf__C"": 0.1, ""clf__class_weight"": null, ""clf__l1_ratio"": 0.5}",0.3900730609893799,0.6024096385542169,0.6003200931179979,0.6436781609195402,0.5569620253164557,0.6153846153846154,0.6292134831460674,0.6382220282263931,0.6145548049916121,0.2013444979630458,0.6763340825396075,0.2411195604657484,44,35,31,56,0.5,True
late__svc__poly2,single_stage_late_severe,late,False,0.5960784313725491,"{""clf__C"": 0.1, ""clf__class_weight"": null, ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.3763215541839599,0.6024096385542169,0.5834424559871962,0.9770114942528736,0.189873417721519,0.5704697986577181,0.7203389830508474,0.5480139676996945,0.5680733496593104,0.2748986778382752,0.6593547290262656,0.2342763679848168,15,64,2,85,0.5,True
stage_activation_summary__lr__l1,interaction_summary_only,stage_activation_summary,False,0.5926916221033868,"{""clf__C"": 0.1, ""clf__class_weight"": null}",0.1959130764007568,0.5963855421686747,0.6009748290411756,0.5057471264367817,0.6962025316455697,0.6470588235294118,0.567741935483871,0.6280372471991853,0.6058001614320747,0.2050920376570227,0.6846895575880225,0.2455876185010921,55,24,43,44,0.5,True
stage_activation_summary__svc__linear,interaction_summary_only,stage_activation_summary,False,0.5827094474153298,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced""}",0.2725107669830322,0.5963855421686747,0.5939909791939473,0.6436781609195402,0.5443037974683544,0.6086956521739131,0.6256983240223464,0.6342936126873272,0.6136789909843119,0.1888772140141073,0.6767828555299406,0.240786672134608,43,36,31,56,0.5,True
late__svc__rbf,single_stage_late_severe,late,False,0.6039809863339277,"{""clf__C"": 1.0, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}",0.4498729705810547,0.5963855421686747,0.5771133420631457,0.9770114942528736,0.1772151898734177,0.5666666666666667,0.7172995780590717,0.5247344682089335,0.5390568673504723,0.2609919260994714,0.6743636496518252,0.2407856571073127,14,65,2,85,0.5,True
late__lr__elasticnet,single_stage_late_severe,late,False,0.5818181818181819,"{""clf__C"": 0.03, ""clf__class_weight"": null, ""clf__l1_ratio"": 0.25}",0.4779262542724609,0.5903614457831325,0.571366215626364,0.9655172413793104,0.1772151898734177,0.5637583892617449,0.711864406779661,0.5586352393423542,0.5671927152686868,0.2351138648294228,0.6768034265215601,0.2418684795209755,14,65,3,84,0.5,True
stage_activation_summary__lr__l2,interaction_summary_only,stage_activation_summary,False,0.5906120023767083,"{""clf__C"": 0.03, ""clf__class_weight"": null}",0.2079834938049316,0.572289156626506,0.573912410883166,0.5402298850574713,0.6075949367088608,0.6025641025641025,0.5696969696969697,0.6411319656627382,0.6155677297613071,0.1479217031454481,0.675968368300485,0.2412419898962919,48,31,40,47,0.5,True
stage_activation_summary__svc__sigmoid,interaction_summary_only,stage_activation_summary,False,0.6039809863339276,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 0.0, ""clf__gamma"": ""scale""}",0.3971083164215088,0.5662650602409639,0.5658373344973082,0.5747126436781609,0.5569620253164557,0.5882352941176471,0.5813953488372093,0.6140695475047286,0.6220787877658971,0.1315598697844796,0.6715576172222867,0.2392492809219916,44,35,37,50,0.5,True
late__lr__l2,single_stage_late_severe,late,False,0.5463458110516934,"{""clf__C"": 0.03, ""clf__class_weight"": null}",0.2223429679870605,0.5481927710843374,0.559653717445075,0.3218390804597701,0.7974683544303798,0.6363636363636364,0.4274809160305343,0.5570347737523642,0.5671975033971268,0.1350002046487401,0.6686651139350166,0.238164003506825,63,16,59,28,0.5,True
late__lr__l1,single_stage_late_severe,late,False,0.5362448009506834,"{""clf__C"": 0.1, ""clf__class_weight"": null}",0.2159020900726318,0.5421686746987951,0.5539065910082933,0.3103448275862069,0.7974683544303798,0.627906976744186,0.4153846153846154,0.5704204859595519,0.5778639504458252,0.1229018025398877,0.6767963820503894,0.241913214124952,63,16,60,27,0.5,True
late__svc__sigmoid,single_stage_late_severe,late,False,0.5463458110516934,"{""clf__C"": 0.1, ""clf__class_weight"": null, ""clf__coef0"": 0.0, ""clf__gamma"": ""scale""}",0.3778784275054931,0.4819277108433735,0.4650080023279499,0.8160919540229885,0.1139240506329113,0.5035460992907801,0.6228070175438597,0.4127018769096465,0.4963209774924851,-0.0977219993241969,0.698778672309691,0.2528123650839465,9,70,16,71,0.5,True
