sample_id,middle_n_windows,middle_embedding_drift_mean,middle_embedding_drift_max,middle_embed_mean_000,middle_embed_mean_001,middle_embed_mean_002,middle_embed_mean_003,middle_embed_mean_004,middle_embed_mean_005,middle_embed_mean_006,middle_embed_mean_007,middle_embed_mean_008,middle_embed_mean_009,middle_embed_mean_010,middle_embed_mean_011,middle_embed_mean_012,middle_embed_mean_013,middle_embed_mean_014,middle_embed_mean_015,middle_embed_mean_016,middle_embed_mean_017,middle_embed_mean_018,middle_embed_mean_019,middle_embed_mean_020,middle_embed_mean_021,middle_embed_mean_022,middle_embed_mean_023,middle_embed_mean_024,middle_embed_mean_025,middle_embed_mean_026,middle_embed_mean_027,middle_embed_mean_028,middle_embed_mean_029,middle_embed_mean_030,middle_embed_mean_031,middle_embed_mean_032,middle_embed_mean_033,middle_embed_mean_034,middle_embed_mean_035,middle_embed_mean_036,middle_embed_mean_037,middle_embed_mean_038,middle_embed_mean_039,middle_embed_mean_040,middle_embed_mean_041,middle_embed_mean_042,middle_embed_mean_043,middle_embed_mean_044,middle_embed_mean_045,middle_embed_mean_046,middle_embed_mean_047,middle_embed_mean_048,middle_embed_mean_049,middle_embed_mean_050,middle_embed_mean_051,middle_embed_mean_052,middle_embed_mean_053,middle_embed_mean_054,middle_embed_mean_055,middle_embed_mean_056,middle_embed_mean_057,middle_embed_mean_058,middle_embed_mean_059,middle_embed_mean_060,middle_embed_mean_061,middle_embed_mean_062,middle_embed_mean_063,middle_embed_std_000,middle_embed_std_001,middle_embed_std_002,middle_embed_std_003,middle_embed_std_004,middle_embed_std_005,middle_embed_std_006,middle_embed_std_007,middle_embed_std_008,middle_embed_std_009,middle_embed_std_010,middle_embed_std_011,middle_embed_std_012,middle_embed_std_013,middle_embed_std_014,middle_embed_std_015,middle_embed_std_016,middle_embed_std_017,middle_embed_std_018,middle_embed_std_019,middle_embed_std_020,middle_embed_std_021,middle_embed_std_022,middle_embed_std_023,middle_embed_std_024,middle_embed_std_025,middle_embed_std_026,middle_embed_std_027,middle_embed_std_028,middle_embed_std_029,middle_embed_std_030,middle_embed_std_031,middle_embed_std_032,middle_embed_std_033,middle_embed_std_034,middle_embed_std_035,middle_embed_std_036,middle_embed_std_037,middle_embed_std_038,middle_embed_std_039,middle_embed_std_040,middle_embed_std_041,middle_embed_std_042,middle_embed_std_043,middle_embed_std_044,middle_embed_std_045,middle_embed_std_046,middle_embed_std_047,middle_embed_std_048,middle_embed_std_049,middle_embed_std_050,middle_embed_std_051,middle_embed_std_052,middle_embed_std_053,middle_embed_std_054,middle_embed_std_055,middle_embed_std_056,middle_embed_std_057,middle_embed_std_058,middle_embed_std_059,middle_embed_std_060,middle_embed_std_061,middle_embed_std_062,middle_embed_std_063
AD_0001,14,0.7069390436998135,0.768083344552357,0.0,0.055267598904819915,0.050234938593475595,0.2342830753772674,0.017323973216880926,0.0,0.0,0.0,0.03464794643376185,0.048036412464364665,0.04929780351020622,0.10228535227399169,0.0,0.0,0.037943625687939,0.10442281599138659,0.09971441164261445,0.1972124691289572,0.05215358918957542,0.08488288502723744,0.05041660813240823,0.0,0.0,0.10036670167789187,0.14552042501132556,0.15302394903675434,0.0,0.037943625687939,0.14935275668854436,0.03464794643376185,0.05013176308441627,0.0,0.0,0.09971441164261445,0.050619860558760346,0.048497957536308416,0.0978864290925555,0.05013176308441627,0.05638640352702192,0.10442281599138659,0.0,0.0,0.0,0.03464794643376185,0.09443901938062146,0.10403789402610183,0.09953274210368182,0.1386952493311156,0.04765149049907991,0.0,0.11222453766944615,0.14830303722496377,0.0,0.050234938593475595,0.0,0.0850645545661701,0.0,0.0900972148775144,0.0,0.0,0.0,0.08724142919814522,0.050234938593475595,0.0,0.0,0.10630726601796661,0.09633884384434577,0.121760855299284,0.062462473728229016,0.0,0.0,0.0,0.08486978939800066,0.09208115368515546,0.09451013851326373,0.11833027445481202,0.0,0.0,0.09335064485210286,0.12164817168136736,0.1663239540979412,0.14239834839080398,0.1000149342101432,0.11403060581592164,0.09685468200756346,0.0,0.0,0.11607157401796536,0.15955536372448662,0.1419737818054127,0.0,0.09335064485210286,0.14450269540564442,0.08486978939800066,0.09606336212104696,0.0,0.0,0.1663239540979412,0.09701762537280553,0.0930180083398409,0.1133107966942626,0.09606336212104696,0.10833531226632649,0.12164817168136736,0.0,0.0,0.0,0.08486978939800066,0.1356859912944498,0.12127840183805659,0.1687201152316399,0.1964266336255859,0.09135482041162907,0.0,0.16206989877800146,0.138393221252451,0.0,0.09633884384434577,0.0,0.11441174198201833,0.0,0.15219362263549985,0.0,0.0,0.0,0.11792130583080428,0.09633884384434577,0.0
AD_0002,9,0.752537477815914,0.9480529929393733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14650917809469022,0.019341961772855316,0.06237289202966735,0.04935740827251007,0.043030930256812025,0.0,0.0,0.12936887275009976,0.06237289202966735,0.1378422213995011,0.22769510705326512,0.0,0.07290533757373654,0.0,0.06570512714028195,0.0,0.07360384052095367,0.06909620262227079,0.0,0.06366374560981779,0.06909620262227079,0.0,0.019341961772855316,0.1428239108217119,0.0719592915673949,0.0,0.026189140043946207,0.0,0.0,0.0,0.0923883385293221,0.0719592915673949,0.0,0.06909620262227079,0.0,0.0,0.0,0.06423838087854745,0.1356230371772127,0.0,0.13480132976255274,0.0,0.026189140043946207,0.1314102542805639,0.19271514263564235,0.07290533757373654,0.0,0.0,0.3405466828323236,0.0,0.0,0.04935740827251007,0.04935740827251007,0.06423838087854745,0.0,0.06909620262227079,0.1439185831347898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1761917878851655,0.05470732932414787,0.12094685137850418,0.09256135062319333,0.08102991705994642,0.0,0.0,0.16209137906725612,0.12094685137850418,0.09841429305562917,0.12357616724749411,0.0,0.10322154879207739,0.0,0.09316643859219942,0.0,0.10429399470794225,0.09814957351639066,0.0,0.09053095347425594,0.09814957351639066,0.0,0.05470732932414787,0.15110301156890582,0.10200619250291942,0.0,0.07407407407407408,0.0,0.0,0.0,0.10433436970561892,0.10200619250291942,0.0,0.09814957351639066,0.0,0.0,0.0,0.09090939901086548,0.09715307911065854,0.0,0.13215077442030593,0.0,0.07407407407407408,0.18633287718439884,0.2727281970325963,0.10322154879207739,0.0,0.0,0.23693961871276878,0.0,0.0,0.09256135062319333,0.09256135062319333,0.09090939901086548,0.0,0.09814957351639066,0.20401238500583885
AD_0003,47,0.6694594292331706,0.816496580927726,0.0,0.005493593398875768,0.02536439305067426,0.040196233125659564,0.013515887624471104,0.013857054414276569,0.07725435993462831,0.036940787322181194,0.041141492517082066,0.06509645884406062,0.03923484423325915,0.0119431148327105,0.0,0.03611118597858194,0.0951065206916631,0.010029778853250458,0.01797766371338425,0.0813583408960763,0.05349204310399714,0.014856850349537796,0.013928801504425046,0.09081988076620967,0.05319128563182608,0.041119793277983256,0.07441978714498082,0.061177380562002434,0.013928801504425046,0.09199905462058502,0.13773271773131468,0.04017766319668679,0.13482750556500298,0.05161829934249582,0.05638676770656859,0.041579947573298165,0.02668097284600426,0.014167053496649927,0.02803836693238336,0.01106172655186887,0.023545666477721564,0.1898677314959221,0.025763349439495296,0.012466715288237605,0.013309430684494136,0.08264046610452899,0.014167053496649927,0.11937014854947704,0.0,0.08064933091993877,0.0432977057232713,0.040339727305956516,0.14169721404477448,0.1727364509936552,0.03950266384795202,0.035702811273624506,0.012466715288237605,0.16136854645504387,0.014856850349537796,0.014167053496649927,0.028372737974008896,0.026410925801531468,0.0,0.029089757598297936,0.1178775230053026,0.05834918607158867,0.0,0.03725936322429417,0.0666157632453666,0.11376152640710005,0.05177480823785718,0.053250781824424075,0.15352055877537404,0.0763596518265565,0.08462578754606592,0.11945072452389303,0.089431950344198,0.04607799144047592,0.0,0.10994299795229273,0.15067281175263864,0.04780126819302528,0.05898541573366748,0.1208869952592952,0.09178147082882158,0.05700456909077505,0.053343248555575255,0.12183381669500234,0.1168337121738393,0.08531236204195541,0.14237495488069155,0.09904893937398285,0.053343248555575255,0.1628432276141661,0.1874625430007651,0.09421201640015449,0.15087172087515266,0.11322135928897063,0.11752612831803934,0.14658084564711493,0.0699971705548465,0.054272072705626756,0.07367618319732698,0.0424454118093462,0.06851619721767076,0.2265437915824417,0.0675954782898399,0.04778192287377655,0.05097123890455473,0.12969332497066946,0.054272072705626714,0.11771102645977959,0.0,0.11747782188076616,0.08907264101429054,0.10464791359796935,0.192313447099459,0.2121905186845186,0.08165419734281591,0.10712790474794821,0.04778192287377655,0.14030457802083,0.05700456909077505,0.05427207270562671,0.07435418364648995,0.06920075025801888,0.0,0.07609964123646269,0.21366152058997798,0.11399506710016791
AD_0004,84,0.6409501398990755,0.8804857344718374,0.04573977856909578,0.03131433319052951,0.0,0.06415662651440548,0.03103151683295187,0.024217876631281426,0.01614005754539686,0.03884999571046515,0.04692334540937893,0.19382130804007558,0.015212249853951955,0.014092305237021137,0.007912816096421915,0.0,0.032565322118790346,0.11061712918281115,0.03043419159994248,0.1311217589411476,0.05197933251719163,0.015041011541829427,0.0,0.10253332708213758,0.02209239284899943,0.038362654874457766,0.057126227186222574,0.06059769200795678,0.021640625302884933,0.18190492216233942,0.09267119968615437,0.07513080102804676,0.17341260481678833,0.04275885547336776,0.06271125403127589,0.0,0.023113592035142867,0.07401618263796027,0.052937073658079106,0.007709924096506597,0.010273281106822085,0.0596669623604632,0.008349608247350673,0.015403476834796809,0.01225360755168171,0.06643999367370824,0.04437884986842973,0.1501521007274197,0.01395517494801938,0.08635462349270702,0.008134951005977022,0.03117309765297648,0.09792757433768694,0.16920360981854654,0.030293707156728484,0.01671558803536014,0.05857168698040173,0.1023132231748341,0.013287467380088881,0.03116747723572461,0.007609472026449708,0.013823532331686962,0.014941475718287625,0.06158780044137072,0.10788309122118253,0.006338276336007672,0.11189583037783804,0.0770563281382398,0.0,0.1125592384517511,0.09208544004055677,0.0701586955564491,0.06872847514272087,0.11023632241486102,0.08744975723777047,0.19739570558094827,0.05519978167785683,0.05112447536808543,0.04149665219131306,0.0,0.07649972799426752,0.16475145603905414,0.08126949523280004,0.14393953475274177,0.10536647128902843,0.05458049247671447,0.0,0.15873714808088216,0.06431853274255947,0.07949439866465399,0.1100436177501183,0.10572738690257462,0.06298712982883906,0.20051318455914438,0.13276419549070173,0.12912797304462345,0.18218199807205498,0.08330885480523287,0.13483775246573065,0.0,0.06736542947275687,0.12416338799163779,0.09825286044407071,0.040127389482658316,0.0460414459981725,0.09977861932588537,0.0434015781538044,0.05575801866672291,0.048959933478146915,0.1155092282849602,0.09923866161655395,0.19215940694719943,0.05086993724287556,0.13691727331223677,0.042292529760968416,0.08911210049275592,0.17305475499771314,0.18166316682715913,0.08259817344429907,0.0603105339352046,0.10069990170746546,0.1599156968174304,0.048273275262672395,0.07676789876487476,0.03988468846117278,0.05094017414338956,0.05407123033837368,0.12118038055598572,0.15234300027446995,0.03304141764111027
AD_0005,12,0.6604328987473709,0.8583950752789521,0.07837043964854917,0.03640062617546578,0.0,0.1067790862992107,0.04555254621722258,0.20833189488150974,0.0,0.0,0.0,0.15780913476453115,0.05209921967176897,0.0678672681472131,0.0,0.0,0.05077640429114954,0.05074796821218969,0.0,0.1190582126195366,0.017766726362967535,0.0,0.0,0.10352004172813066,0.0,0.06938186802468793,0.0,0.08714859438765547,0.0,0.15249509639984746,0.0,0.0,0.25882096041095415,0.0,0.017766726362967535,0.0,0.15384634785942675,0.0,0.08421027940872843,0.0,0.05074796821218969,0.03640062617546578,0.0646705240397694,0.0,0.0,0.0,0.08872248606603468,0.281241638296421,0.0,0.0523218598905689,0.056002682008061154,0.0,0.0,0.07137753724947936,0.0,0.0,0.10042431280703835,0.10309826418171845,0.04555254621722258,0.08849984584723475,0.056002682008061154,0.0,0.04690379767680186,0.03146664197174731,0.05274363743698112,0.0,0.11585283457651777,0.08142198639544142,0.0,0.10716517936291728,0.07966209232885627,0.2166637440207003,0.0,0.0,0.0,0.17574940634061462,0.09075953276394731,0.13024771777143868,0.0,0.0,0.08802327586270609,0.08819398548580248,0.0,0.1563955342785156,0.05892556509887896,0.0,0.0,0.15733921613073473,0.0,0.09852085266382342,0.0,0.10350460523250507,0.0,0.1994180887548709,0.0,0.0,0.15948245855084425,0.0,0.05892556509887896,0.0,0.20284942241023593,0.0,0.10054070589422269,0.0,0.08819398548580248,0.08142198639544142,0.09286964872220488,0.0,0.0,0.0,0.10599881190995264,0.31415659436789345,0.0,0.09173497251923858,0.09707475583458437,0.0,0.0,0.13625314982000541,0.0,0.0,0.12964163794565,0.10416319145730271,0.07966209232885627,0.10523280960564727,0.09707475583458437,0.0,0.08257846758676847,0.07106322173355856,0.09153022653522683,0.0
AD_0006,9,0.7010208222173289,0.7559289460184545,0.0,0.07398350159361627,0.0,0.07528077204238746,0.07166113272545106,0.0,0.0,0.19435660524484596,0.0,0.14856577068878662,0.0,0.0,0.10077140913911656,0.05103433979394387,0.10077140913911656,0.07587953954394153,0.07166113272545106,0.170489834069065,0.0,0.0,0.0,0.14921760379082638,0.0,0.22027996901472335,0.0,0.0,0.0,0.025490637096729083,0.07166113272545106,0.07398350159361627,0.365445206815465,0.07587953954394153,0.0,0.0,0.07166113272545106,0.0,0.049737069345172684,0.07587953954394153,0.07528077204238746,0.0,0.05103433979394387,0.07166113272545106,0.0,0.12372057093878897,0.12139820207062375,0.09650633247544872,0.0,0.05103433979394387,0.0,0.0,0.0,0.09818326399688253,0.0,0.0,0.0,0.19857501206333644,0.09818326399688253,0.0,0.0,0.0,0.025490637096729083,0.07398350159361627,0.0,0.0,0.0,0.10467284886890309,0.0,0.10654673018650447,0.10137855055637758,0.0,0.0,0.18869451206925542,0.0,0.15082637724786527,0.0,0.0,0.11274961937507698,0.09551906209508484,0.11274961937507698,0.10736035625818018,0.10137855055637758,0.1375269968822863,0.0,0.0,0.0,0.1492204228143224,0.0,0.2312699367335333,0.0,0.0,0.0,0.07209840939145001,0.10137855055637758,0.10467284886890309,0.13605036188324113,0.10736035625818018,0.0,0.0,0.10137855055637758,0.0,0.09308696170964569,0.10736035625818018,0.10654673018650447,0.0,0.09551906209508484,0.10137855055637758,0.0,0.1858495618695498,0.1496541816315764,0.1079583799623745,0.0,0.09551906209508484,0.0,0.0,0.0,0.1097869225547386,0.0,0.0,0.0,0.16867136343470293,0.1097869225547386,0.0,0.0,0.0,0.07209840939145001,0.10467284886890309,0.0,0.0
AD_0007,8,0.6995074147947431,0.7516018761918974,0.0948666755663319,0.0808055702480889,0.0,0.0,0.09126878108175698,0.0,0.0,0.0,0.18445583854186137,0.0,0.0,0.03227486121839514,0.0,0.0,0.0,0.0,0.0,0.0948666755663319,0.0,0.0,0.0,0.1658637918685851,0.0,0.09126878108175698,0.08337860351426869,0.06454972243679027,0.0,0.16675720702853739,0.06352486121839514,0.0,0.0,0.2860481979562822,0.08505822162049619,0.03227486121839514,0.09682458365518541,0.09126878108175698,0.0,0.14237252337763054,0.0,0.03125,0.0,0.0,0.0,0.09126878108175698,0.06454972243679027,0.0,0.06454972243679027,0.057314301757134346,0.09682458365518541,0.0,0.26694102689617777,0.0,0.11308043146648405,0.0948666755663319,0.15581850351854726,0.09682458365518541,0.057314301757134346,0.0948666755663319,0.08337860351426869,0.0,0.0808055702480889,0.0,0.09682458365518541,0.0,0.12255579019421961,0.10449388691542451,0.0,0.0,0.11804758141561093,0.0,0.0,0.0,0.10759306396318026,0.0,0.0,0.08539125638299663,0.0,0.0,0.0,0.0,0.0,0.12255579019421961,0.0,0.0,0.0,0.18257011321847763,0.0,0.11804758141561093,0.10830546474394395,0.11180339887498947,0.0,0.2166109294878879,0.11004737770849866,0.0,0.0,0.2081447006149683,0.11014431482535013,0.08539125638299663,0.12499999999999997,0.11804758141561093,0.0,0.11110363787639445,0.0,0.08267972847076846,0.0,0.0,0.0,0.11804758141561093,0.11180339887498947,0.0,0.11180339887498947,0.09981158962158553,0.12499999999999997,0.0,0.17666118072163803,0.0,0.11399413115814118,0.12255579019421961,0.12104743907300193,0.12499999999999997,0.09981158962158553,0.12255579019421961,0.10830546474394395,0.0,0.10449388691542451,0.0,0.12499999999999997,0.0
AD_0008,11,0.5633054163965521,0.7193756784030148,0.0,0.23386262319592258,0.0,0.10777990294391172,0.054942220509277016,0.0,0.0,0.16069705005674434,0.0,0.03750809402314478,0.0,0.0,0.052456088696977494,0.0,0.11067366716232302,0.2020143870394742,0.054227238925890896,0.040655781409087086,0.0,0.0,0.0,0.1513294485714101,0.0,0.054942220509277016,0.05672639007241771,0.3091457537439704,0.0,0.16248121961988507,0.09245031453242179,0.0,0.3243737102537887,0.0,0.054942220509277016,0.0,0.0,0.0,0.052456088696977494,0.040655781409087086,0.040655781409087086,0.0,0.0,0.0,0.0,0.0,0.0,0.21171015625272227,0.0,0.14890976210308118,0.0,0.0,0.06098367211363063,0.05283768243463471,0.0,0.05283768243463471,0.0,0.020327890704543543,0.0,0.0,0.0,0.0,0.05672639007241771,0.020327890704543543,0.13128151970285218,0.0,0.0,0.21613699331407465,0.0,0.0984658003238804,0.089741927089689,0.0,0.0,0.16380517622693697,0.0,0.07990838926519994,0.0,0.0,0.0858699606026823,0.0,0.1814006189396511,0.015041100861067552,0.0891194349810493,0.08624393618641038,0.0,0.0,0.0,0.17704562191940015,0.0,0.089741927089689,0.09334845928653614,0.15567973214053418,0.0,0.11201037214162306,0.1015746435254643,0.0,0.24679391650065496,0.0,0.089741927089689,0.0,0.0,0.0,0.0858699606026823,0.08624393618641038,0.08624393618641038,0.0,0.0,0.0,0.0,0.0,0.0,0.15026003174069713,0.0,0.1551492958276801,0.0,0.0,0.1378704626191191,0.08630144584360645,0.0,0.08630144584360645,0.0,0.0642824346533225,0.0,0.0,0.0,0.0,0.09334845928653614,0.0642824346533225,0.18436089283870877,0.0
AD_0009,18,0.7024542570555851,0.7669649888473704,0.07346507145221,0.0,0.036752052537645304,0.049387788167835796,0.039693721330179316,0.039693721330179316,0.039693721330179316,0.039693721330179316,0.0,0.039693721330179316,0.03701240266534173,0.06875736854132429,0.0,0.0,0.1024746156723389,0.07121462881528011,0.0,0.14235901513727586,0.036752052537645304,0.013474201390907388,0.06286198955874317,0.07938744266035863,0.05644435158449953,0.0,0.1339417269682327,0.0,0.0,0.08266387152377146,0.11201405465238408,0.07938744266035863,0.3291594165884431,0.0,0.039693721330179316,0.042970150193592134,0.0,0.03664246961947125,0.0,0.10693095564074866,0.03780365405355386,0.013474201390907388,0.1146789270131443,0.03645266878686827,0.030224831645227587,0.042970150193592134,0.039693721330179316,0.0853013749447642,0.0,0.07500165198704235,0.0385325368960967,0.0,0.24103284438783026,0.035607314407640055,0.0,0.0,0.03780365405355386,0.2456864443076999,0.039693721330179316,0.07061586131372605,0.0,0.035047580529166594,0.035307930656863024,0.07285123458272046,0.11450977804907492,0.0,0.10399436705238875,0.0,0.08225873787892164,0.09264833899580391,0.08879376558952493,0.08879376558952493,0.08879376558952493,0.08879376558952493,0.0,0.08879376558952493,0.08280754168646744,0.11199245433333031,0.0,0.0,0.11633644698877062,0.15937332623146927,0.0,0.11385483405598111,0.08225873787892164,0.05555555555555558,0.10168191807650973,0.1581182580154857,0.10641646745366005,0.0,0.164381500780563,0.0,0.0,0.11776699104676225,0.13295058415904243,0.1581182580154857,0.1467605027045092,0.0,0.08879376558952493,0.09693307849873267,0.0,0.08219623562421462,0.0,0.12071114639623516,0.08472480830189921,0.05555555555555558,0.1150869795425337,0.08158517714145584,0.08605195209134914,0.09693307849873267,0.08879376558952493,0.16435092704050983,0.0,0.1063966470589652,0.08640978098553033,0.0,0.13509676353033556,0.07968666311573464,0.0,0.0,0.08472480830189921,0.17599615347548714,0.08879376558952493,0.157973668923655,0.0,0.07840563434197256,0.0789868344618275,0.1245263076352923,0.11481224396626356,0.0
AD_0010,31,0.6976963061165413,0.834764918363246,0.10758081650140061,0.06794414383031662,0.0,0.042957154499946186,0.0,0.02498698933037043,0.023130011531880146,0.1274762559584745,0.02147908110782408,0.023130011531880146,0.0,0.0068774424630842065,0.016445060224153464,0.0,0.024058500431125292,0.08690927057114224,0.04754284743708495,0.08475042481687556,0.04440304526527001,0.041109002988922436,0.01963724820732872,0.06538924260381584,0.023130011531880146,0.04947581300503256,0.0,0.08697640789765856,0.08481430109426005,0.15274423995834624,0.0588870426470001,0.043672710736431176,0.1536636366846896,0.06655469938492821,0.04218062758314144,0.04259837054194835,0.03990052713587793,0.1058104871758375,0.043534912035433984,0.059666583645010256,0.06757966687170128,0.06582336378871328,0.0,0.0,0.0,0.053591643786381454,0.043111672492437816,0.08757106667492387,0.022201522632635005,0.08071678733464403,0.0,0.0465248157752492,0.12136578221959492,0.09050789494105908,0.0,0.04317369127302852,0.016445060224153464,0.3039945621060401,0.0462600230637603,0.06984707855009421,0.0,0.014277950007295875,0.04014662767097007,0.12744574273900897,0.11109460419660326,0.04558578694074459,0.1777034335667961,0.1069229688227483,0.0,0.08804543098166485,0.0,0.07633651333031764,0.07078930667469198,0.1742454916632663,0.06564022063199652,0.07078930667469198,0.0,0.03766930374975111,0.06269960658961803,0.0,0.07362103432506704,0.13594940247315818,0.09734641636044944,0.11502029676240312,0.13565354400976692,0.08418073475796008,0.06001403033966767,0.13025060318578047,0.07078930667469198,0.09189616160310775,0.0,0.14516193799315066,0.11855697459455329,0.14557423214871093,0.10006246848937195,0.08968477878102683,0.17167372333302883,0.10457704435153377,0.0866425821971833,0.0872459956516072,0.12203058804166911,0.1217375805494781,0.08923971210554821,0.10165351846840563,0.10623176637957703,0.10318882768472545,0.0,0.0,0.0,0.09954843345573876,0.0884735710331891,0.11102723454432764,0.06782677200488346,0.13471942687230506,0.0,0.0951843257455226,0.1340442726995544,0.1397239004686847,0.0,0.08850622919036397,0.06269960658961803,0.2224416700777606,0.09461636756945055,0.10959723538019216,0.0,0.05440779974124262,0.09558419547712656,0.14191157281967473,0.13585014982191257,0.0933751275758144
