model_name,metric,bootstrap_mean,ci_low,ci_high,n_boot
early_middle__svc__linear,f1,0.7647018337215744,0.6580059181325004,0.8355029079712625,200
early_middle__svc__linear,roc_auc,0.8215079365079364,0.7250198412698412,0.9071825396825397,200
early_middle__svc__linear,pr_auc,0.8304401158727919,0.7295388098157587,0.9138030609433088,200
early_middle__svc__linear,mcc,0.4904994297218929,0.2455269002150764,0.6565883078081323,200
early_middle__svc__poly2,accuracy,0.7590140845070422,0.6338028169014085,0.8591549295774648,200
early_middle__svc__poly2,balanced_accuracy,0.7611428571428572,0.6368849206349206,0.8607142857142858,200
early_middle__svc__poly2,sensitivity,0.9122857142857143,0.8,1.0,200
early_middle__svc__poly2,specificity,0.61,0.4722222222222222,0.7777777777777778,200
early_middle__svc__poly2,f1,0.7891662424273769,0.6911472448057814,0.8717948717948718,200
early_middle__svc__poly2,roc_auc,0.8423373015873017,0.751468253968254,0.9246031746031745,200
early_middle__svc__poly2,pr_auc,0.8418657073896533,0.7345675191133011,0.9278428210362509,200
early_middle__svc__poly2,mcc,0.5483405291148127,0.3039069536112109,0.7380153030698339,200
early_middle__svc__poly3,accuracy,0.8407746478873238,0.7602112676056338,0.9154929577464789,200
early_middle__svc__poly3,balanced_accuracy,0.842186507936508,0.7611706349206349,0.9162698412698413,200
early_middle__svc__poly3,sensitivity,0.9424285714285715,0.8285714285714286,1.0,200
early_middle__svc__poly3,specificity,0.7419444444444445,0.6111111111111112,0.8888888888888888,200
early_middle__svc__poly3,f1,0.8542774915487158,0.7732771084337349,0.918918918918919,200
early_middle__svc__poly3,roc_auc,0.8525555555555556,0.7645833333333334,0.9270238095238096,200
early_middle__svc__poly3,pr_auc,0.8493309595061492,0.7520849163805562,0.9322860723670181,200
early_middle__svc__poly3,mcc,0.6991635839860569,0.5267223560417509,0.8365327015272389,200
early_middle__svc__rbf,accuracy,0.7519014084507043,0.647887323943662,0.8450704225352113,200
early_middle__svc__rbf,balanced_accuracy,0.7537539682539683,0.6488095238095238,0.846031746031746,200
early_middle__svc__rbf,sensitivity,0.8852857142857143,0.7714285714285715,0.9714285714285714,200
early_middle__svc__rbf,specificity,0.6222222222222222,0.4444444444444444,0.7777777777777778,200
