model_name,group,feature_block,mechanism_consistent,best_params,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,roc_auc,pr_auc,mcc,log_loss,brier,tn,fp,fn,tp,threshold
early_late__svc__rbf,two_stage_raw,early_late,False,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}",0.6901408450704225,0.6904761904761905,0.7142857142857143,0.6666666666666666,0.6756756756756757,0.6944444444444444,0.7373015873015873,0.6863166542053379,0.38125508452096285,0.6148669755022859,0.2102265967573316,24,12,10,25,0.5
middle__svc__linear,single_stage_middle_moderate,middle,False,"{""clf__C"": 0.1, ""clf__class_weight"": null}",0.676056338028169,0.6785714285714286,0.8571428571428571,0.5,0.625,0.7228915662650602,0.7992063492063493,0.8159141167043439,0.38154230979209985,0.7521648392410353,0.2248782023200002,18,18,5,30,0.5
middle_late__lr__elasticnet,two_stage_raw,middle_late,False,"{""clf__C"": 1.0, ""clf__class_weight"": null, ""clf__l1_ratio"": 0.5}",0.676056338028169,0.6777777777777778,0.8,0.5555555555555556,0.6363636363636364,0.7088607594936709,0.792063492063492,0.781922822435794,0.36617148483159984,0.8122741136840789,0.2263109360410537,20,16,7,28,0.5
middle__lr__elasticnet,single_stage_middle_moderate,middle,False,"{""clf__C"": 1.0, ""clf__class_weight"": null, ""clf__l1_ratio"": 0.5}",0.676056338028169,0.6777777777777778,0.8,0.5555555555555556,0.6363636363636364,0.7088607594936709,0.792063492063492,0.7799036719955909,0.36617148483159984,0.8130324834071192,0.2258389591639172,20,16,7,28,0.5
sequential_interactions__lr__elasticnet,sequential_scale,sequential_interactions,False,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__l1_ratio"": 0.5}",0.676056338028169,0.6777777777777778,0.8,0.5555555555555556,0.6363636363636364,0.7088607594936709,0.7873015873015873,0.7907210967011135,0.36617148483159984,0.6024019661761534,0.20467828939051322,20,16,7,28,0.5
early_late__svc__linear,two_stage_raw,early_late,False,"{""clf__C"": 0.1, ""clf__class_weight"": null}",0.676056338028169,0.6773809523809524,0.7714285714285715,0.5833333333333334,0.6428571428571429,0.7012987012987013,0.773015873015873,0.7561650564367737,0.36082665014107407,0.5691879676320134,0.19357779859773563,21,15,8,27,0.5
early_late__lr__l1,two_stage_raw,early_late,False,"{""clf__C"": 0.1, ""clf__class_weight"": null}",0.676056338028169,0.6761904761904762,0.6857142857142857,0.6666666666666666,0.6666666666666666,0.676056338028169,0.7325396825396825,0.6834166646454672,0.3523809523809524,0.6051663567485357,0.20880456277073944,24,12,11,24,0.5
early__lr__l1,single_stage_early_mild,early,False,"{""clf__C"": 0.1, ""clf__class_weight"": null}",0.676056338028169,0.6761904761904762,0.6857142857142857,0.6666666666666666,0.6666666666666666,0.676056338028169,0.723015873015873,0.6587603533651402,0.3523809523809524,0.6126474395780511,0.2115621629864794,24,12,11,24,0.5
late__lr__l2,single_stage_late_severe,late,False,"{""clf__C"": 0.03, ""clf__class_weight"": null}",0.676056338028169,0.675,0.6,0.75,0.7,0.6461538461538462,0.6599206349206349,0.6171899339882565,0.35424257914323176,0.6619132878381786,0.23341260553186147,27,9,14,21,0.5
late__lr__l1,single_stage_late_severe,late,False,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced""}",0.676056338028169,0.6746031746031746,0.5714285714285714,0.7777777777777778,0.7142857142857143,0.6349206349206349,0.6761904761904761,0.6792250042733707,0.3572351301988195,0.6702861303558556,0.23550247826365753,28,8,15,20,0.5
sequential_interactions__lr__l1,sequential_scale,sequential_interactions,False,"{""clf__C"": 0.1, ""clf__class_weight"": null}",0.6619718309859155,0.6634920634920636,0.7714285714285715,0.5555555555555556,0.627906976744186,0.6923076923076923,0.7706349206349207,0.7657813497229401,0.33450198554980365,0.604440133900268,0.20609431297257913,20,16,8,27,0.5
early_late__svc__sigmoid,two_stage_raw,early_late,False,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 0.0, ""clf__gamma"": ""scale""}",0.6619718309859155,0.6623015873015873,0.6857142857142857,0.6388888888888888,0.6486486486486487,0.6666666666666666,0.7452380952380953,0.7141625190386397,0.3248611032689038,0.6085735764837892,0.20789870531001814,23,13,11,24,0.5
late__svc__linear,single_stage_late_severe,late,False,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced""}",0.6619718309859155,0.6599206349206349,0.5142857142857142,0.8055555555555556,0.72,0.6,0.6726190476190477,0.6957855691277811,0.33478874811754733,0.6507826251580694,0.2286930709167532,29,7,17,18,0.5
middle_late_scale__lr__l1,sequential_scale,middle_late_scale,False,"{""clf__C"": 1.0, ""clf__class_weight"": null}",0.647887323943662,0.65,0.8,0.5,0.6086956521739131,0.691358024691358,0.7706349206349206,0.7567176159618781,0.3140202153559129,0.9034018904898594,0.251304732757527,18,18,7,28,0.5
late__svc__rbf,single_stage_late_severe,late,False,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}",0.647887323943662,0.6484126984126984,0.6857142857142857,0.6111111111111112,0.631578947368421,0.6575342465753424,0.6646825396825397,0.7039337695607908,0.2975346580440656,0.659460225978078,0.23340551312407484,22,14,11,24,0.5
late__svc__sigmoid,single_stage_late_severe,late,False,"{""clf__C"": 0.1, ""clf__class_weight"": null, ""clf__coef0"": 0.0, ""clf__gamma"": ""scale""}",0.647887323943662,0.6472222222222221,0.6,0.6944444444444444,0.65625,0.6268656716417911,0.6654761904761904,0.6204580703230217,0.2958566561168786,0.6566459594677962,0.2308412575914636,25,11,14,21,0.5
early_middle__mlp__small,performance_anchor,early_middle,False,"{""clf__alpha"": 0.001, ""clf__hidden_layer_sizes"": [32], ""clf__learning_rate_init"": 0.001}",0.647887323943662,0.646031746031746,0.5142857142857142,0.7777777777777778,0.6923076923076923,0.5901639344262295,0.7103174603174602,0.6966969645041582,0.30308860947920585,0.7732368431953783,0.25153262307691715,28,8,17,18,0.5
early__svc__linear,single_stage_early_mild,early,False,"{""clf__C"": 3.0, ""clf__class_weight"": null}",0.6338028169014085,0.6357142857142857,0.7714285714285715,0.5,0.6,0.675,0.7055555555555555,0.7027011854813995,0.2816747403312185,0.6298715358107966,0.2201897627240276,18,18,8,27,0.5
stage_activation_summary__svc__linear,interaction_summary_only,stage_activation_summary,False,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced""}",0.6338028169014085,0.6353174603174603,0.7428571428571429,0.5277777777777778,0.6046511627906976,0.6666666666666666,0.6523809523809523,0.5841151570556089,0.27685722590408507,0.6695415769661299,0.23661245518332819,19,17,9,26,0.5
late__lr__elasticnet,single_stage_late_severe,late,False,"{""clf__C"": 0.03, ""clf__class_weight"": ""balanced"", ""clf__l1_ratio"": 0.5}",0.6338028169014085,0.6337301587301587,0.6285714285714286,0.6388888888888888,0.6285714285714286,0.6285714285714286,0.6317460317460317,0.5908194627827104,0.26746031746031745,0.6774336212239199,0.24214365305850333,23,13,13,22,0.5
stage_activation_summary__lr__l1,interaction_summary_only,stage_activation_summary,False,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced""}",0.6338028169014085,0.6329365079365079,0.5714285714285714,0.6944444444444444,0.6451612903225806,0.6060606060606061,0.6634920634920635,0.6032034746524194,0.26800857641167,0.6701079442860892,0.23543597450413614,25,11,15,20,0.5
stage_activation_summary__lr__elasticnet,interaction_summary_only,stage_activation_summary,False,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced"", ""clf__l1_ratio"": 0.25}",0.6338028169014085,0.6329365079365079,0.5714285714285714,0.6944444444444444,0.6451612903225806,0.6060606060606061,0.6619047619047619,0.6009555684561478,0.26800857641167,0.6711179074646009,0.23578688418235816,25,11,15,20,0.5
stage_activation_summary__lr__l2,interaction_summary_only,stage_activation_summary,False,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced""}",0.6338028169014085,0.6329365079365079,0.5714285714285714,0.6944444444444444,0.6451612903225806,0.6060606060606061,0.6595238095238095,0.6009009583373666,0.26800857641167,0.670342583576803,0.23686576538939844,25,11,15,20,0.5
stage_activation_summary__svc__sigmoid,interaction_summary_only,stage_activation_summary,False,"{""clf__C"": 0.1, ""clf__class_weight"": null, ""clf__coef0"": 0.0, ""clf__gamma"": ""scale""}",0.6197183098591549,0.6218253968253968,0.7714285714285715,0.4722222222222222,0.5869565217391305,0.6666666666666666,0.6722222222222222,0.6238002238536596,0.25503758231287105,0.666698359651918,0.23510897946768494,17,19,8,27,0.5
late__svc__poly3,single_stage_late_severe,late,False,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.6197183098591549,0.621031746031746,0.7142857142857143,0.5277777777777778,0.5952380952380952,0.6493506493506493,0.6432539682539683,0.6364560837436647,0.24620162929088946,0.6701165689589933,0.2387125603836285,19,17,10,25,0.5
late__svc__poly2,single_stage_late_severe,late,False,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.5915492957746479,0.5920634920634921,0.6285714285714286,0.5555555555555556,0.5789473684210527,0.6027397260273972,0.6408730158730158,0.6577242907031756,0.18456695365300327,0.664309349310368,0.23616130478699549,20,16,13,22,0.5
stage_activation_summary__svc__rbf,interaction_summary_only,stage_activation_summary,False,"{""clf__C"": 1.0, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}",0.5915492957746479,0.5912698412698413,0.5714285714285714,0.6111111111111112,0.5882352941176471,0.5797101449275363,0.655952380952381,0.6868690686915083,0.18268472799962804,0.6767435085893686,0.24233575106822508,22,14,15,20,0.5
stage_activation_summary__svc__poly2,interaction_summary_only,stage_activation_summary,False,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.5492957746478874,0.5496031746031746,0.5714285714285714,0.5277777777777778,0.5405405405405406,0.5555555555555556,0.6325396825396825,0.643675763047011,0.0992851782606674,0.6745325332174397,0.2408017219023312,19,17,15,20,0.5
stage_activation_summary__svc__poly3,interaction_summary_only,stage_activation_summary,False,"{""clf__C"": 1.0, ""clf__class_weight"": null, ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.5352112676056338,0.5357142857142857,0.5714285714285714,0.5,0.5263157894736842,0.547945205479452,0.6285714285714286,0.6531247372817414,0.07159924926194092,0.6809836386749293,0.2421677437578327,18,18,15,20,0.5
